+---------------+-----------------------------------------------------------------+--------------------------------------------------------------------------------------+
| ISBN          | bname                                                           | author                                                                               |
| 9787544222495 | 圆舞                                                            | [加]亦舒                                                                             |
| 9787108030061 | 给青年艺术家的信                                                | 蒋勋                                                                                 |
| 9787806154441 | 流金岁月                                                        | （香港）亦舒                                                                         |
| 9784088737744 | デスノート5                                                     | 小畑健/大場つぐみ                                                                    |
| 9787530522356 | 棋魂·光之棋（1）                                                | 堀田由美原作/小畑健漫画/梅泽由香里五段（日本棋院）监修                               |
| 9787538617436 | 乱马1/2                                                         | 高桥留美子                                                                           |
| 9787506347440 | 我爱问连岳Ⅲ                                                     | 连岳                                                                                 |
| 9787561735596 | 我是鸡汤                                                        | 连岳                                                                                 |
| 9787563365333 | 退步集续编                                                      | 陈丹青                                                                               |
| 9787543463967 | 清欢                                                            | 林清玄                                                                               |
| 9787533910143 | 林清玄散文                                                      | 林清玄                                                                               |
| 9787503917820 | 雅舍小品                                                        | 梁实秋                                                                               |
| 9787545203035 | 活出全新的自己                                                  | 张德芬                                                                               |
| 9787563332854 | 爱与孤独                                                        | 周国平                                                                               |
| 9787214060891 | 宝贝，宝贝                                                      | 周国平                                                                               |
| 9787506006750 | 守望的距离：周国平散文集                                        | 周国平                                                                               |
| 9787020069866 | 只有一个人生                                                    | 周国平                                                                               |
| 9787564012830 | 安静的位置                                                      | 周国平                                                                               |
| 9787543873049 | 把心安顿好                                                      | 周国平                                                                               |
| 9787537828376 | 风中的纸屑                                                      | 周国平                                                                               |
| 9787564013943 | 爱情的容量                                                      | 周国平                                                                               |
| 9787535430052 | 周国平作品精选                                                  | 周国平                                                                               |
| 9787807076230 | 善良丰富高贵                                                    | 周国平                                                                               |
| 9787537824453 | 安静                                                            | 周国平                                                                               |
| 9787536666672 | 超越自己·创造自己·肯定自己                                      | 刘墉                                                                                 |
| 9787801704535 | 季羡林谈人生                                                    | 季羡林（著）/季羡林研究所（编）                                                      |
| 9787508615103 | 那个姐姐教我们的事                                              | 沈奇岚                                                                               |
| 9787508617756 | 荣辱二十年                                                      | 阚治东                                                                               |
| 9787508616155 | 水流云在                                                        | 英若诚/康开丽                                                                        |
| 9787509711972 | 民主是一种现代生活                                              | 蔡定剑                                                                               |
| 9787539605951 | 张爱玲文集                                                      | 张爱玲                                                                               |
| 9787531814597 | 那些生命中温暖而美好的事情                                      | 落落                                                                                 |
| 9787532706907 | 百年孤独                                                        | [哥伦比亚]加西亚·马尔克斯                                                            |
| 9787108009159 | 资本主义与二十一世纪                                            | [美]黄仁宇                                                                           |
| 9787108022400 | 国史新论                                                        | 钱穆                                                                                 |
| 9787108015297 | 中国历史研究法                                                  | 钱穆                                                                                 |
| 9787563357574 | 李宗仁回忆录（上下）                                            | 李宗仁口述/唐德刚撰写                                                                |
| 9787501212316 | 美国与中国                                                      | 费正清(美)                                                                           |
| 9787532134366 | 先秦诸子百家争鸣                                                | 易中天                                                                               |
| 9787108029034 | 采访本上的城市                                                  | 王军                                                                                 |
| 9787532412587 | 上下五千年                                                      | 林汉达/曹余章                                                                        |
| 9787218061948 | 革命年代                                                        | 高华                                                                                 |
| 9787108031662 | 七十年代                                                        | 北岛/李陀主编                                                                        |
| 9787807135272 | 国破山河在                                                      | 萨苏                                                                                 |
| 9787301066072 | 欧洲文明十五讲                                                  | 陈乐民                                                                               |
| 9787806459065 | 用我一辈子去忘记                                                | 柴静著/晏文娟编                                                                      |
| 9787505728318 | 我的抗战                                                        | 《中国传奇2010之我的抗战》节目组                                                     |
| 9787101077476 | 姥姥语录                                                        | 倪萍                                                                                 |
| 9787547000564 | 可爱的洪水猛兽                                                  | 韩寒                                                                                 |
| 9787505715493 | 传统下的独白                                                    | 李敖                                                                                 |
| 9787108034588 | 将饮茶                                                          | 杨绛                                                                                 |
| 9787108030832 | 听杨绛谈往事                                                    | 吴学昭                                                                               |
| 9787549102082 | 大地孤独闪光                                                    | 李海鹏                                                                               |
| 9787506342452 | 我爱问连岳Ⅱ                                                     | 连岳                                                                                 |
| 9787536454712 | 安德的影子                                                      | 奥森·斯科特·卡德                                                                     |
| 9787201055541 | 镜·神寂                                                         | 沧月                                                                                 |
| 9787508608136 | 东京塔                                                          | [日]利利·弗兰克                                                                      |
| 9787505415157 | 忽而今夏                                                        | 明前雨后                                                                             |
| 9789574732654 | 藍宇                                                            | 北京同志                                                                             |
| 9787020041985 | 边城湘行散记                                                    | 沈从文                                                                               |
| 9787536453258 | 死者代言人                                                      | [美]奥森·斯科特·卡德                                                                 |
| 9787544707527 | 圣诞忆旧集                                                      | [美]杜鲁门·卡坡蒂                                                                    |
| 9787806739983 | 绾青丝Ⅲ                                                         | 波波                                                                                 |
| 9787801601186 | 龙枪编年史（全三册）                                            | [美]马格丽特·魏丝/崔西·西克曼                                                        |
| 9787806755617 | 第三种爱情                                                      | 自由行走                                                                             |
| 9787536457935 | 真名实姓                                                        | [美]弗诺·文奇等                                                                      |
| 9787505415485 | 独步天下（上下卷）                                              | 李歆                                                                                 |
| 9787800402807 | 纸牌的秘密                                                      | （挪威）贾德                                                                         |
| 9787806571668 | 卡尔维诺文集（第四卷）                                          | [意大利]卡尔维诺                                                                     |
| 9787801875310 | 护花铃                                                          | 沧月                                                                                 |
| 9787806739600 | 士兵突击                                                        | 兰晓龙                                                                               |
| 9787505412132 | 诛仙1                                                           | 萧鼎                                                                                 |
| 9787540725259 | 故事新编                                                        | 鲁迅                                                                                 |
| 9787807592709 | 上海堡垒                                                        | 江南                                                                                 |
| 9787500604433 | 神秘岛                                                          | (法)儒勒.凡尔纳                                                                      |
| 9787503311864 | 亮剑                                                            | 都梁                                                                                 |
| 9787501517114 | 十七岁不哭                                                      | 李芳芳                                                                               |
| 9787020054619 | 法兰西组曲                                                      | [法]伊莱娜·内米洛夫斯基                                                              |
| 9787533253677 | 水仙已乘鲤鱼去                                                  | 张悦然                                                                               |
| 9787531328711 | 告别天堂                                                        | 笛安                                                                                 |
| 9787506334860 | 地底三万尺                                                      | 朱少麟                                                                               |
| 9787544701006 | 帕洛马尔                                                        | [意大利]伊塔洛·卡尔维诺                                                              |
| 9787801426109 | 功夫                                                            | 九把刀                                                                               |
| 9787506341110 | 云中歌1                                                         | 桐华                                                                                 |
| 9787806573327 | 海狼野性的呼唤                                                  | [美]杰克·伦敦                                                                        |
| 9787532740154 | 铁皮鼓                                                          | [德]格拉斯                                                                           |
| 9789867496706 | 引玉                                                            | 暗夜流光                                                                             |
| 9787802256002 | X的悲剧                                                         | [美]埃勒里·奎因                                                                      |
| 9787802254930 | 希腊棺材之谜                                                    | [美]埃勒里·奎因                                                                      |
| 9787536457836 | 沙丘                                                            | [美]弗兰克·赫伯特                                                                    |
| 9787544240277 | 姐姐的守护者                                                    | [美]朱迪·皮考特                                                                      |
| 9787806576380 | 兄弟连                                                          | 斯蒂芬・E.安布罗斯                                                                   |
| 9787536454484 | 群星，我的归宿                                                  | 阿尔弗雷德·贝斯特/AlfredBester                                                       |
| 9787544222617 | 流金岁月                                                        | [加]亦舒                                                                             |
| 9787542729040 | 带上她的眼睛                                                    | 刘慈欣                                                                               |
| 9787801119926 | 黑暗精灵三部曲                                                  | [美]R.A.萨尔瓦多                                                                     |
| 9787539137278 | 且试天下1                                                       | 倾泠月                                                                               |
| 9787807051749 | 天行健（全4册）                                                 | 燕垒生                                                                               |
| 9787532739530 | 道连·葛雷的画像                                                 | [英]奥斯卡·王尔德                                                                    |
| 9787510408892 | 三年K班                                                         | 夏茗悠                                                                               |
| 9787537831512 | 鹤唳华亭                                                        | 雪满梁园                                                                             |
| 9787229052898 | 别拿爱情说事儿                                                  | 不经语                                                                               |
| 9787537830782 | 不负如来不负卿1                                                 | 小春                                                                                 |
| 9787805676302 | 第二十二条军规                                                  | （美国）约瑟夫・海勒                                                                 |
| 9787802255982 | Y的悲剧                                                         | [美]埃勒里·奎因                                                                      |
| 9787540212346 | 世界文学文库                                                    | 卡夫卡                                                                               |
| 9787536054868 | 原来这才是春秋第一部:《称霸》                                   | 贾志刚                                                                               |
| 9787020062331 | 弗兰妮与祖伊                                                    | (美)J.D.塞林格                                                                       |
| 9787805678610 | 金阁寺/潮骚                                                     | 三岛由纪夫                                                                           |
| 9787536453289 | 星船伞兵                                                        | (美)罗伯特・海因莱恩                                                                 |
| 9787806572269 | 一九八四上来透口气                                              | [英]乔治·奥威尔                                                                      |
| 9787531325857 | 那多三国事件簿之桃园三结义                                      | 那多                                                                                 |
| 9787801716576 | 狼牙                                                            | 刘猛                                                                                 |
| 9787536457737 | 宾克的魔法                                                      | （美）皮尔斯·安东尼                                                                  |
| 9787536683938 | 沧海Ⅰ                                                           | 凤歌                                                                                 |
| 9787536465237 | 热夜之梦                                                        | （美）乔治·R·R·马丁                                                                  |
| 9787536458628 | 新宋十字(上下)                                                  | 阿越                                                                                 |
| 9787801873682 | 杯雪·夜雨打金荷                                                 | 小椴                                                                                 |
| 9787020055425 | 微物之神                                                        | [印度]阿兰达蒂·洛伊                                                                  |
| 9787505724358 | 庆余年·壹                                                       | 猫腻                                                                                 |
| 9787500655718 | 伤逝                                                            | 鲁迅                                                                                 |
| 9787538541366 | 天子谋                                                          | 青垚                                                                                 |
| 9787539137285 | 且试天下2                                                       | 倾泠月                                                                               |
| 9787801488435 | 送神舞                                                          | 藤萍                                                                                 |
| 9787506342315 | 云中歌2                                                         | 桐华                                                                                 |
| 9787539936680 | 那些回不去的年少时光·终场                                       | 桐华                                                                                 |
| 9787806739754 | 后宫·甄嬛传Ⅱ                                                    | 流潋紫                                                                               |
| 9787806739747 | 后宫·甄嬛传Ⅰ                                                    | 流潋紫                                                                               |
| 9787539940526 | 智斗                                                            | 缪娟                                                                                 |
| 9787801876348 | 大漠荒颜                                                        | 沧月                                                                                 |
| 9787801876331 | 帝都赋                                                          | 沧月                                                                                 |
| 9787219054192 | 情锁                                                            | 藤萍                                                                                 |
| 9787505428317 | 致我们终将逝去的青春                                            | 辛夷坞                                                                               |
| 9787801488466 | 姑洗徵舞                                                        | 藤萍                                                                                 |
| 9787222059719 | 浮光                                                            | 渥丹                                                                                 |
| 9787020064731 | 堕落天使                                                        | 纪媛媛                                                                               |
| 9787801874719 | 血薇                                                            | 沧月                                                                                 |
| 9787539957487 | 十年一品温如言                                                  | 书海沧生                                                                             |
| 9787537831086 | 不负如来不负卿Ⅱ·大结局                                          | 小春                                                                                 |
| 9787207073587 | 帝王业（上下）                                                  | 寐语者                                                                               |
| 9787540463168 | 长相思3                                                         | 桐华                                                                                 |
| 9787505419797 | 秀丽江山·朱雀卷                                                 | 李歆                                                                                 |
| 9787550008908 | 世界微尘里                                                      | 木浮生                                                                               |
| 9787539959054 | 至此终年                                                        | 墨宝非宝                                                                             |
| 9787546366708 | 橘生淮南·暗恋                                                   | 八月长安                                                                             |
| 9787545301670 | 流水迢迢（全两册）                                              | 箫楼                                                                                 |
| 9787510404429 | 孤城闭                                                          | 米兰Lady                                                                             |
| 9789862296103 | 海棠依舊:知否?知否?應是綠肥紅瘦卷一                             | 關心則亂                                                                             |
| 9787203070696 | 风起陇西                                                        | 马伯庸                                                                               |
| 9787547013489 | 剑桥倚天屠龙史                                                  | 新垣平                                                                               |
| 9787539943893 | 11处特工皇妃                                                    | 潇湘冬儿                                                                             |
| 9787222061682 | 江山（一）                                                      | 墨武                                                                                 |
| 9789866593581 | 就是皇后                                                        | 于晴                                                                                 |
| 9787539945385 | 阿麦从军                                                        | 鲜橙                                                                                 |
| 9787544138017 | 月上重火                                                        | 天籁纸鸢                                                                             |
| 9787802084636 | 流光夜雪                                                        | 十四阙                                                                               |
| 9787511333186 | 地火明夷1                                                       | 燕垒生                                                                               |
| 9787807550457 | 宝珠鬼话之锁麒麟                                                | 水心沙                                                                               |
| 9787503939884 | 只缘身在此山中                                                  | 简媜                                                                                 |
| 9787806858677 | 笔冢随录·生事如转蓬                                             | 马伯庸                                                                               |
| 9787540314002 | 韦帅望的江湖                                                    | 晴川                                                                                 |
| 9787505414259 | 迷行记                                                          | 施定柔                                                                               |
| 9787801879219 | 九州·斛珠夫人                                                   | 萧如瑟                                                                               |
| 9787510409028 | 祸国                                                            | 十四阙                                                                               |
| 9787539926926 | 苏旷传奇                                                        | 飘灯                                                                                 |
| 9787305081323 | 安吉拉·卡特的精怪故事集                                         | [英]安吉拉·卡特                                                                      |
| 9787300076935 | 货币金融学                                                      | 弗雷德里克·S·米什金                                                                  |
| 9780743258418 | OneBillionCustomers                                             | JamesMcGregor                                                                        |
| 9787508628776 | 经济为什么会崩溃                                                | 〔美〕彼得•D•希夫安德鲁•J•希夫                                                       |
| 9787806455883 | 证券分析                                                        | 本杰明·格雷厄姆/戴维·多德                                                            |
| 9787111177678 | 管理的实践                                                      | [美]彼得·德鲁克                                                                      |
| 9787564210625 | 时寒冰说                                                        | 时寒冰/时菱蔓绘                                                                      |
| 9787502815226 | 日本蜡烛图技术                                                  | （美）史蒂夫.尼森                                                                    |
| 9787544243889 | 小狗钱钱                                                        | [德]博多·舍费尔                                                                      |
| 9787208060852 | 微观经济学                                                      | 哈尔·R.范里安                                                                        |
| 9787508633800 | 投资最重要的事                                                  | [美]霍华德·马克斯HowardMarks                                                         |
| 9787807260431 | 机器人短篇全集（上下）                                          | （美）艾萨克·阿西莫夫                                                                |
| 9787539932682 | 紫川（全五册）                                                  | 老猪                                                                                 |
| 9787531326199 | 那多三国事件簿之曹操登场                                        | 那多                                                                                 |
| 9787531327295 | 那多三国事件簿之汜水关三英战吕布                                | 那多                                                                                 |
| 9787531326984 | 那多三国事件簿之天下英雄会汜水                                  | 那多                                                                                 |
| 9787806798652 | 幽灵旗                                                          | 那多                                                                                 |
| 9787510416965 | 杯雪（全二册）                                                  | 小椴                                                                                 |
| 9787802280809 | 洛阳女儿行·卷一                                                 | 小椴                                                                                 |
| 9787807551379 | 诛仙全集（全六册）                                              | 萧鼎                                                                                 |
| 9787807650942 | 凤囚凰（上中）                                                  | 天衣有风                                                                             |
| 9787807556121 | 明月照人来                                                      | 寐语者                                                                               |
| 9787540212438 | 海底两万里                                                      | 凡尔纳                                                                               |
| 9787020065912 | 星尘                                                            | [英]尼尔·盖曼                                                                        |
| 9787561340141 | 穿条纹衣服的男孩                                                | [爱尔兰]约翰·伯恩                                                                    |
| 9787806577400 | 纳尼亚传奇：狮子、女巫和魔衣柜                                  | [英]C.S.刘易斯著/[英]保利娜·贝恩斯插图                                               |
| 9780439139601 | HarryPotterandtheGobletofFire                                   | J.K.Rowling                                                                          |
| 9787507710007 | 皮皮鲁传                                                        | 郑渊洁                                                                               |
| 9787532433650 | 男生贾里全传                                                    | 秦文君                                                                               |
| 9787532445370 | 汤姆・索亚历险记                                                | [美]马克.吐温原著                                                                    |
| 9787534633362 | 青铜葵花                                                        | 曹文轩                                                                               |
| 9787560052465 | 小公主                                                          | (美)伯内特                                                                           |
| 9787507511901 | 长腿叔叔                                                        | [美]简·韦伯斯特                                                                      |
| 9787806397169 | 青鸟                                                            | [比]莫里斯·梅特林克著/乔治特·莱勃伦克改编                                            |
| 9787532739646 | 格林童话                                                        | 格林兄弟                                                                             |
| 9787536469570 | 坟场之书                                                        | [英]尼尔·盖曼                                                                        |
| 9787544702447 | 秘密花园                                                        | (美国)F.H.伯内特                                                                     |
| 9787802252721 | 小时候                                                          | 桑格格                                                                               |
| 9787507420098 | 第56号教室的奇迹                                                | 雷夫•艾斯奎斯（RafeEspuith）                                                         |
| 9787532741946 | 绿野仙踪                                                        | 弗兰克·鲍姆                                                                          |
| 9787532742530 | 伊索寓言                                                        | (希腊)伊索                                                                           |
| 9787544251235 | 深夜小狗神秘事件                                                | 〔英〕马克•哈登MarkHaddon                                                            |
| 9787530209622 | 城南旧事                                                        | 林海音                                                                               |
| 9787563346707 | 爱的教育                                                        | （意）亚米契斯                                                                       |
| 9780156012195 | TheLittlePrince                                                 | AntoinedeSaint-Exupéry                                                               |
| 9787534618727 | 草房子                                                          | 曹文轩                                                                               |
| 9787507719239 | 金拇指                                                          | 郑渊洁                                                                               |
| 9787806857496 | 绝对小孩                                                        | 朱德庸                                                                               |
| 9787544237192 | 今天运气怎么这么好                                              | (日)宫西达也文/图                                                                    |
| 9787532727728 | 水孩子                                                          | [英]查尔斯·金斯利                                                                    |
| 9787806794715 | 橙色女孩                                                        | 乔斯坦·贾德                                                                          |
| 9789573323570 | 哈利波特7                                                       | J.K.羅琳                                                                             |
| 9787532750566 | 快乐王子                                                        | (英)王尔德                                                                           |
| 9787531326465 | 尼尔斯骑鹅历险记                                                | 塞尔玛・拉格洛芙                                                                     |
| 9787532467396 | 母鸡萝丝去散步                                                  | 佩特·哈群斯                                                                          |
| 9787507709995 | 鲁西西传                                                        | 郑渊洁                                                                               |
| 9787544231596 | 安琪拉的灰烬                                                    | 弗兰克·迈考特(美)                                                                    |
| 9787806574676 | 神秘岛                                                          | [法]凡尔纳                                                                           |
| 9787506311052 | 男生贾里女生贾梅                                                | 秦文君                                                                               |
| 9787534608704 | 山羊不吃天堂草                                                  | 曹文轩                                                                               |
| 9787507718409 | 智齿                                                            | 郑渊洁                                                                               |
| 9787532743100 | 汤姆·索亚历险记                                                 | (美)马克·吐温                                                                        |
| 9787507711967 | 舒克和贝塔历险记                                                | 郑渊洁                                                                               |
| 9787020035472 | 神奇动物在哪里                                                  | [英]纽特·斯卡曼                                                                      |
| 9787108026200 | 关于来洛尼亚王国的十三个童话故事                                | [波兰]莱·柯拉柯夫斯基                                                                |
| 9787531318538 | 我的妈妈是精灵                                                  | 陈丹燕                                                                               |
| 9787806578162 | 少年Pi的奇幻漂流                                                | [加拿大]扬·马特尔                                                                    |
| 9787536504059 | 皮皮鲁和鲁西西全传                                              | 郑渊洁                                                                               |
| 9787806572764 | 卡尔维诺文集（第一卷上下）                                      | [意大利]卡尔维诺                                                                     |
| 9787806570210 | 洛丽塔                                                          | [美国]弗拉迪米尔·纳博科夫                                                            |
| 9787100025744 | 李尔王                                                          | [英]莎士比亚                                                                         |
| 9787532740024 | 少年维特的烦恼                                                  | [德]歌德                                                                             |
| 9787020038893 | 罗密欧与朱丽叶（名著名译插图本）                                | （英）莎士比亚                                                                       |
| 9787020039722 | 爱伦·坡短篇小说集                                               | （美）爱伦・坡                                                                       |
| 9787020021673 | 战争与和平（全四册）                                            | [俄]列夫·托尔斯泰                                                                    |
| 9787020042258 | 卡夫卡小说全集（全三册）                                        | [奥]卡夫卡                                                                           |
| 9787020040247 | 契诃夫短篇小说选                                                | 契诃夫                                                                               |
| 9787532734290 | 丧钟为谁而鸣                                                    | 海明威                                                                               |
| 9787544710787 | 美妙的新世界                                                    | 阿道斯•伦纳德•赫胥黎(AldousLeonardHuxley)                                            |
| 9787532760596 | 白夜                                                            | [俄]陀思妥耶夫斯基                                                                   |
| 9787020040896 | 欧·亨利短篇小说选                                               | [美]欧·亨利(O’Henry)                                                                 |
| 9787532742899 | 名利场                                                          | [英]萨克雷                                                                           |
| 9787532740345 | 乞力马扎罗的雪                                                  | [美]海明威                                                                           |
| 9787532720187 | 基督山伯爵                                                      | 大仲马                                                                               |
